     r start (m)       r end (m)  v start (ms-1)    v end (ms-1)    accel (ms-2)     t start (s)       t end (s)
   -350405.00000   -356776.00000      9871.59776      9872.43086         1.29090      1182.87764      1183.52300
   -356776.00000   -363147.00000      9870.74962      9871.59776         1.31411      1183.52300      1184.16841
   -363147.00000   -369518.00000      9869.88642      9870.74962         1.33732      1184.16841      1184.81388
   -369518.00000   -375889.00000      9869.00817      9869.88642         1.36052      1184.81388      1185.45941
   -375889.00000   -382260.00000      9868.11485      9869.00817         1.38373      1185.45941      1186.10499
   -382260.00000   -388631.00000      9867.20647      9868.11485         1.40694      1186.10499      1186.75064
   -388631.00000   -395002.00000      9866.28302      9867.20647         1.43014      1186.75064      1187.39634
   -395002.00000   -401373.00000      9865.34450      9866.28302         1.45335      1187.39634      1188.04211
   -401373.00000   -407744.00000      9864.39091      9865.34450         1.47653      1188.04211      1188.68794
   -407744.00000   -414115.00000      9863.42227      9864.39091         1.49970      1188.68794      1189.33383
   -414115.00000   -420486.00000      9862.43857      9863.42227         1.52286      1189.33383      1189.97978
   -420486.00000   -426857.00000      9861.43981      9862.43857         1.54602      1189.97978      1190.62580
   -426857.00000   -433228.00000      9860.42599      9861.43981         1.56918      1190.62580      1191.27188
   -433228.00000   -439599.00000      9859.39710      9860.42599         1.59233      1191.27188      1191.91803
   -439599.00000   -445970.00000      9858.35315      9859.39710         1.61548      1191.91803      1192.56425
   -445970.00000   -452341.00000      9857.29413      9858.35315         1.63862      1192.56425      1193.21054
   -452341.00000   -458712.00000      9856.22003      9857.29413         1.66176      1193.21054      1193.85690
   -458712.00000   -465083.00000      9855.13087      9856.22003         1.68490      1193.85690      1194.50333
   -465083.00000   -471454.00000      9854.02662      9855.13087         1.70803      1194.50333      1195.14983
   -471454.00000   -477825.00000      9852.90730      9854.02662         1.73116      1195.14983      1195.79641
   -477825.00000   -484196.00000      9851.77290      9852.90730         1.75428      1195.79641      1196.44306
   -484196.00000   -490567.00000      9850.62341      9851.77290         1.77740      1196.44306      1197.08978
   -490567.00000   -496938.00000      9849.45883      9850.62341         1.80052      1197.08978      1197.73658
   -496938.00000   -503309.00000      9848.27917      9849.45883         1.82364      1197.73658      1198.38345
   -503309.00000   -509680.00000      9847.08441      9848.27917         1.84674      1198.38345      1199.03041
   -509680.00000   -516051.00000      9845.87456      9847.08441         1.86985      1199.03041      1199.67744
   -516051.00000   -522422.00000      9844.64960      9845.87456         1.89295      1199.67744      1200.32455
   -522422.00000   -528793.00000      9843.40955      9844.64960         1.91604      1200.32455      1200.97175
   -528793.00000   -535164.00000      9842.15440      9843.40955         1.93913      1200.97175      1201.61903
   -535164.00000   -541535.00000      9840.88413      9842.15440         1.96222      1201.61903      1202.26638
   -541535.00000   -547906.00000      9839.59876      9840.88413         1.98531      1202.26638      1202.91383
   -547906.00000   -554277.00000      9838.29827      9839.59876         2.00839      1202.91383      1203.56136
   -554277.00000   -560648.00000      9836.98266      9838.29827         2.03147      1203.56136      1204.20897
   -560648.00000   -567019.00000      9835.65192      9836.98266         2.05455      1204.20897      1204.85667
   -567019.00000   -573390.00000      9834.30606      9835.65192         2.07762      1204.85667      1205.50446
   -573390.00000   -579761.00000      9832.94507      9834.30606         2.10069      1205.50446      1206.15234
   -579761.00000   -586132.00000      9831.56894      9832.94507         2.12376      1206.15234      1206.80031
   -586132.00000   -592503.00000      9830.17768      9831.56894         2.14682      1206.80031      1207.44837
   -592503.00000   -598874.00000      9828.77126      9830.17768         2.16988      1207.44837      1208.09652
   -598874.00000   -605245.00000      9827.34970      9828.77126         2.19293      1208.09652      1208.74477
   -605245.00000   -611616.00000      9825.91301      9827.34970         2.21596      1208.74477      1209.39311
   -611616.00000   -617987.00000      9824.46118      9825.91301         2.23897      1209.39311      1210.04154
   -617987.00000   -624358.00000      9822.99421      9824.46118         2.26199      1210.04154      1210.69008
   -624358.00000   -630729.00000      9821.51210      9822.99421         2.28499      1210.69008      1211.33871
   -630729.00000   -637100.00000      9820.01484      9821.51210         2.30799      1211.33871      1211.98743
   -637100.00000   -643471.00000      9818.50244      9820.01484         2.33098      1211.98743      1212.63626
   -643471.00000   -649842.00000      9816.97489      9818.50244         2.35397      1212.63626      1213.28519
   -649842.00000   -656213.00000      9815.43218      9816.97489         2.37695      1213.28519      1213.93422
   -656213.00000   -662584.00000      9813.87432      9815.43218         2.39992      1213.93422      1214.58335
   -662584.00000   -668955.00000      9812.30130      9813.87432         2.42288      1214.58335      1215.23258
   -668955.00000   -675326.00000      9810.71311      9812.30130         2.44584      1215.23258      1215.88192
   -675326.00000   -681697.00000      9809.10976      9810.71311         2.46880      1215.88192      1216.53137
   -681697.00000   -688068.00000      9807.49125      9809.10976         2.49174      1216.53137      1217.18092
   -688068.00000   -694439.00000      9805.85756      9807.49125         2.51469      1217.18092      1217.83058
   -694439.00000   -700810.00000      9804.20869      9805.85756         2.53762      1217.83058      1218.48035
   -700810.00000   -707181.00000      9802.54465      9804.20869         2.56054      1218.48035      1219.13022
   -707181.00000   -713552.00000      9800.86545      9802.54465         2.58344      1219.13022      1219.78021
   -713552.00000   -719923.00000      9799.17108      9800.86545         2.60633      1219.78021      1220.43031
   -719923.00000   -726294.00000      9797.46153      9799.17108         2.62921      1220.43031      1221.08053
   -726294.00000   -732665.00000      9795.73681      9797.46153         2.65208      1221.08053      1221.73086
   -732665.00000   -739036.00000      9793.99691      9795.73681         2.67494      1221.73086      1222.38130
   -739036.00000   -745407.00000      9792.24183      9793.99691         2.69780      1222.38130      1223.03186
   -745407.00000   -751778.00000      9790.47157      9792.24183         2.72064      1223.03186      1223.68253
   -751778.00000   -758149.00000      9788.68613      9790.47157         2.74348      1223.68253      1224.33333
   -758149.00000   -764520.00000      9786.88550      9788.68613         2.76631      1224.33333      1224.98424
   -764520.00000   -770891.00000      9785.06969      9786.88550         2.78913      1224.98424      1225.63527
   -770891.00000   -777262.00000      9783.23868      9785.06969         2.81194      1225.63527      1226.28643
   -777262.00000   -783633.00000      9781.39247      9783.23868         2.83474      1226.28643      1226.93771
   -783633.00000   -790004.00000      9779.53107      9781.39247         2.85754      1226.93771      1227.58911
   -790004.00000   -796375.00000      9777.65447      9779.53107         2.88032      1227.58911      1228.24063
   -796375.00000   -802746.00000      9775.76266      9777.65447         2.90310      1228.24063      1228.89228
   -802746.00000   -809117.00000      9773.85563      9775.76266         2.92589      1228.89228      1229.54406
   -809117.00000   -815488.00000      9771.93337      9773.85563         2.94868      1229.54406      1230.19596
   -815488.00000   -821859.00000      9769.99588      9771.93337         2.97146      1230.19596      1230.84800
   -821859.00000   -828230.00000      9768.04315      9769.99588         2.99424      1230.84800      1231.50016
   -828230.00000   -834601.00000      9766.07517      9768.04315         3.01701      1231.50016      1232.15246
   -834601.00000   -840972.00000      9764.09193      9766.07517         3.03978      1232.15246      1232.80488
   -840972.00000   -847343.00000      9762.09344      9764.09193         3.06255      1232.80488      1233.45744
   -847343.00000   -853714.00000      9760.07967      9762.09344         3.08531      1233.45744      1234.11014
   -853714.00000   -860085.00000      9758.05063      9760.07967         3.10807      1234.11014      1234.76297
   -860085.00000   -866456.00000      9756.00631      9758.05063         3.13083      1234.76297      1235.41593
   -866456.00000   -872827.00000      9753.94670      9756.00631         3.15358      1235.41593      1236.06903
   -872827.00000   -879198.00000      9751.87180      9753.94670         3.17633      1236.06903      1236.72227
   -879198.00000   -885569.00000      9749.78159      9751.87180         3.19907      1236.72227      1237.37565
   -885569.00000   -891940.00000      9747.67607      9749.78159         3.22181      1237.37565      1238.02917
   -891940.00000   -898311.00000      9745.55522      9747.67607         3.24455      1238.02917      1238.68284
   -898311.00000   -904682.00000      9743.41906      9745.55522         3.26728      1238.68284      1239.33664
   -904682.00000   -911053.00000      9741.26758      9743.41906         3.28997      1239.33664      1239.99059
   -911053.00000   -917424.00000      9739.10079      9741.26758         3.31266      1239.99059      1240.64469
   -917424.00000   -923795.00000      9736.91867      9739.10079         3.33534      1240.64469      1241.29893
   -923795.00000   -930166.00000      9734.72123      9736.91867         3.35801      1241.29893      1241.95331
   -930166.00000   -936537.00000      9732.50846      9734.72123         3.38067      1241.95331      1242.60785
   -936537.00000   -942908.00000      9730.28035      9732.50846         3.40333      1242.60785      1243.26254
   -942908.00000   -949279.00000      9728.03690      9730.28035         3.42597      1243.26254      1243.91737
   -949279.00000   -955650.00000      9725.77811      9728.03690         3.44861      1243.91737      1244.57236
   -955650.00000   -962021.00000      9723.50396      9725.77811         3.47124      1244.57236      1245.22750
   -962021.00000   -968392.00000      9721.21446      9723.50396         3.49385      1245.22750      1245.88279
   -968392.00000   -974763.00000      9718.90960      9721.21446         3.51646      1245.88279      1246.53824
   -974763.00000   -981134.00000      9716.58937      9718.90960         3.53907      1246.53824      1247.19384
   -981134.00000   -987505.00000      9714.25377      9716.58937         3.56166      1247.19384      1247.84961
   -987505.00000   -993876.00000      9711.90280      9714.25377         3.58424      1247.84961      1248.50553
   -993876.00000  -1000247.00000      9709.53644      9711.90280         3.60682      1248.50553      1249.16160
  -1000247.00000  -1006618.00000      9707.15470      9709.53644         3.62938      1249.16160      1249.81784
  -1006618.00000  -1012989.00000      9704.75757      9707.15470         3.65192      1249.81784      1250.47425
  -1012989.00000  -1019360.00000      9702.34506      9704.75757         3.67445      1250.47425      1251.13081
  -1019360.00000  -1025731.00000      9699.91716      9702.34506         3.69697      1251.13081      1251.78754
  -1025731.00000  -1032102.00000      9697.47386      9699.91716         3.71948      1251.78754      1252.44443
  -1032102.00000  -1038473.00000      9695.01516      9697.47386         3.74198      1252.44443      1253.10149
  -1038473.00000  -1044844.00000      9692.54106      9695.01516         3.76446      1253.10149      1253.75871
  -1044844.00000  -1051215.00000      9690.05155      9692.54106         3.78694      1253.75871      1254.41611
  -1051215.00000  -1057586.00000      9687.54662      9690.05155         3.80940      1254.41611      1255.07367
  -1057586.00000  -1063957.00000      9685.02628      9687.54662         3.83186      1255.07367      1255.73140
  -1063957.00000  -1070328.00000      9682.49052      9685.02628         3.85430      1255.73140      1256.38931
  -1070328.00000  -1076699.00000      9679.93932      9682.49052         3.87673      1256.38931      1257.04739
  -1076699.00000  -1083070.00000      9677.37270      9679.93932         3.89915      1257.04739      1257.70564
  -1083070.00000  -1089441.00000      9674.79064      9677.37270         3.92156      1257.70564      1258.36407
  -1089441.00000  -1095812.00000      9672.19313      9674.79064         3.94395      1258.36407      1259.02267
  -1095812.00000  -1102183.00000      9669.58018      9672.19313         3.96634      1259.02267      1259.68145
  -1102183.00000  -1108554.00000      9666.95177      9669.58018         3.98872      1259.68145      1260.34041
  -1108554.00000  -1114925.00000      9664.30790      9666.95177         4.01109      1260.34041      1260.99955
  -1114925.00000  -1121296.00000      9661.64856      9664.30790         4.03345      1260.99955      1261.65887
  -1121296.00000  -1127667.00000      9658.97375      9661.64856         4.05581      1261.65887      1262.31838
  -1127667.00000  -1134038.00000      9656.28345      9658.97375         4.07815      1262.31838      1262.97806
  -1134038.00000  -1140409.00000      9653.57767      9656.28345         4.10048      1262.97806      1263.63793
  -1140409.00000  -1146780.00000      9650.85639      9653.57767         4.12280      1263.63793      1264.29799
  -1146780.00000  -1153151.00000      9648.11961      9650.85639         4.14511      1264.29799      1264.95823
  -1153151.00000  -1159522.00000      9645.36732      9648.11961         4.16742      1264.95823      1265.61866
  -1159522.00000  -1165893.00000      9642.59952      9645.36732         4.18971      1265.61866      1266.27928
  -1165893.00000  -1172264.00000      9639.81619      9642.59952         4.21200      1266.27928      1266.94009
  -1172264.00000  -1178635.00000      9637.01734      9639.81619         4.23427      1266.94009      1267.60109
  -1178635.00000  -1185006.00000      9634.20294      9637.01734         4.25654      1267.60109      1268.26228
  -1185006.00000  -1191377.00000      9631.37301      9634.20294         4.27879      1268.26228      1268.92367
  -1191377.00000  -1197748.00000      9628.52752      9631.37301         4.30104      1268.92367      1269.58525
  -1197748.00000  -1204119.00000      9625.66645      9628.52752         4.32330      1269.58525      1270.24703
  -1204119.00000  -1210490.00000      9622.78977      9625.66645         4.34561      1270.24703      1270.90900
  -1210490.00000  -1216861.00000      9619.89744      9622.78977         4.36793      1270.90900      1271.57118
  -1216861.00000  -1223232.00000      9616.98959      9619.89744         4.39005      1271.57118      1272.23355
  -1223232.00000  -1229603.00000      9614.06802      9616.98959         4.40943      1272.23355      1272.89612
  -1229603.00000  -1235974.00000      9611.13384      9614.06802         4.42711      1272.89612      1273.55890
  -1235974.00000  -1242345.00000      9608.18753      9611.13384         4.44405      1273.55890      1274.22188
  -1242345.00000  -1248716.00000      9605.22933      9608.18753         4.46060      1274.22188      1274.88506
  -1248716.00000  -1255087.00000      9602.25928      9605.22933         4.47710      1274.88506      1275.54845
  -1255087.00000  -1261458.00000      9599.27718      9602.25928         4.49387      1275.54845      1276.21204
  -1261458.00000  -1267829.00000      9596.28263      9599.27718         4.51123      1276.21204      1276.87584
  -1267829.00000  -1274200.00000      9593.27504      9596.28263         4.52946      1276.87584      1277.53985
  -1274200.00000  -1280571.00000      9590.25361      9593.27504         4.54886      1277.53985      1278.20406
  -1280571.00000  -1286942.00000      9587.21738      9590.25361         4.56971      1278.20406      1278.86849
  -1286942.00000  -1293313.00000      9584.16519      9587.21738         4.59226      1278.86849      1279.53312
  -1293313.00000  -1299684.00000      9581.09574      9584.16519         4.61678      1279.53312      1280.19797
  -1299684.00000  -1306055.00000      9578.01004      9581.09574         4.63971      1280.19797      1280.86303
  -1306055.00000  -1312426.00000      9574.91056      9578.01004         4.65893      1280.86303      1281.52831
  -1312426.00000  -1318797.00000      9571.79728      9574.91056         4.67815      1281.52831      1282.19380
  -1318797.00000  -1325168.00000      9568.67019      9571.79728         4.69738      1282.19380      1282.85951
  -1325168.00000  -1331539.00000      9565.52925      9568.67019         4.71663      1282.85951      1283.52544
  -1331539.00000  -1337910.00000      9562.37446      9565.52925         4.73588      1283.52544      1284.19159
  -1337910.00000  -1344281.00000      9559.20578      9562.37446         4.75516      1284.19159      1284.85796
  -1344281.00000  -1350652.00000      9556.02319      9559.20578         4.77444      1284.85796      1285.52455
  -1350652.00000  -1357023.00000      9552.82667      9556.02319         4.79374      1285.52455      1286.19136
  -1357023.00000  -1363394.00000      9549.61619      9552.82667         4.81305      1286.19136      1286.85839
  -1363394.00000  -1369765.00000      9546.39173      9549.61619         4.83238      1286.85839      1287.52565
  -1369765.00000  -1376136.00000      9543.15327      9546.39173         4.85173      1287.52565      1288.19314
  -1376136.00000  -1382507.00000      9539.90078      9543.15327         4.87109      1288.19314      1288.86085
  -1382507.00000  -1388878.00000      9536.63423      9539.90078         4.89047      1288.86085      1289.52879
  -1388878.00000  -1395249.00000      9533.35361      9536.63423         4.90987      1289.52879      1290.19696
  -1395249.00000  -1401620.00000      9530.05887      9533.35361         4.92928      1290.19696      1290.86536
  -1401620.00000  -1407991.00000      9526.75003      9530.05887         4.94867      1290.86536      1291.53399
  -1407991.00000  -1414362.00000      9523.42708      9526.75003         4.96805      1291.53399      1292.20286
  -1414362.00000  -1420733.00000      9520.08999      9523.42708         4.98743      1292.20286      1292.87196
  -1420733.00000  -1427104.00000      9516.73875      9520.08999         5.00683      1292.87196      1293.54129
  -1427104.00000  -1433475.00000      9513.37334      9516.73875         5.02623      1293.54129      1294.21086
  -1433475.00000  -1439846.00000      9509.99373      9513.37334         5.04564      1294.21086      1294.88067
  -1439846.00000  -1446217.00000      9506.59991      9509.99373         5.06505      1294.88067      1295.55072
  -1446217.00000  -1452588.00000      9503.19186      9506.59991         5.08447      1295.55072      1296.22100
  -1452588.00000  -1458959.00000      9499.76956      9503.19186         5.10390      1296.22100      1296.89153
  -1458959.00000  -1465330.00000      9496.33298      9499.76956         5.12334      1296.89153      1297.56230
  -1465330.00000  -1471701.00000      9492.88212      9496.33298         5.14278      1297.56230      1298.23331
  -1471701.00000  -1478072.00000      9489.41694      9492.88212         5.16222      1298.23331      1298.90457
  -1478072.00000  -1484443.00000      9485.93743      9489.41694         5.18167      1298.90457      1299.57607
  -1484443.00000  -1490814.00000      9482.44357      9485.93743         5.20113      1299.57607      1300.24782
  -1490814.00000  -1497185.00000      9478.93535      9482.44357         5.22060      1300.24782      1300.91982
  -1497185.00000  -1503556.00000      9475.41273      9478.93535         5.24006      1300.91982      1301.59206
  -1503556.00000  -1509927.00000      9471.87572      9475.41273         5.25952      1301.59206      1302.26456
  -1509927.00000  -1516298.00000      9468.32428      9471.87572         5.27899      1302.26456      1302.93731
  -1516298.00000  -1522669.00000      9464.75841      9468.32428         5.29845      1302.93731      1303.61031
  -1522669.00000  -1529040.00000      9461.17809      9464.75841         5.31792      1303.61031      1304.28357
  -1529040.00000  -1535411.00000      9457.58329      9461.17809         5.33740      1304.28357      1304.95708
  -1535411.00000  -1541782.00000      9453.97401      9457.58329         5.35687      1304.95708      1305.63085
  -1541782.00000  -1548153.00000      9450.35021      9453.97401         5.37635      1305.63085      1306.30487
  -1548153.00000  -1554524.00000      9446.71189      9450.35021         5.39582      1306.30487      1306.97916
  -1554524.00000  -1560895.00000      9443.05902      9446.71189         5.41530      1306.97916      1307.65370
  -1560895.00000  -1567266.00000      9439.39160      9443.05902         5.43478      1307.65370      1308.32851
  -1567266.00000  -1573637.00000      9435.70959      9439.39160         5.45427      1308.32851      1309.00358
  -1573637.00000  -1580008.00000      9432.01298      9435.70959         5.47375      1309.00358      1309.67891
  -1580008.00000  -1586379.00000      9428.30176      9432.01298         5.49324      1309.67891      1310.35451
  -1586379.00000  -1592750.00000      9424.57590      9428.30176         5.51272      1310.35451      1311.03037
  -1592750.00000  -1599121.00000      9420.83539      9424.57590         5.53221      1311.03037      1311.70651
  -1599121.00000  -1605492.00000      9417.08022      9420.83539         5.55169      1311.70651      1312.38291
  -1605492.00000  -1611863.00000      9413.31038      9417.08022         5.57115      1312.38291      1313.05958
  -1611863.00000  -1618234.00000      9409.52585      9413.31038         5.59061      1313.05958      1313.73652
  -1618234.00000  -1624605.00000      9405.72662      9409.52585         5.61007      1313.73652      1314.41374
  -1624605.00000  -1630976.00000      9401.91267      9405.72662         5.62952      1314.41374      1315.09123
  -1630976.00000  -1637347.00000      9398.08399      9401.91267         5.64897      1315.09123      1315.76900
  -1637347.00000  -1643718.00000      9394.24057      9398.08399         5.66841      1315.76900      1316.44704
  -1643718.00000  -1650089.00000      9390.38238      9394.24057         5.68785      1316.44704      1317.12536
  -1650089.00000  -1656460.00000      9386.50942      9390.38238         5.70728      1317.12536      1317.80396
  -1656460.00000  -1662831.00000      9382.62167      9386.50942         5.72671      1317.80396      1318.48284
  -1662831.00000  -1669202.00000      9378.71911      9382.62167         5.74613      1318.48284      1319.16200
  -1669202.00000  -1675573.00000      9374.80173      9378.71911         5.76555      1319.16200      1319.84145
  -1675573.00000  -1681944.00000      9370.86952      9374.80173         5.78496      1319.84145      1320.52118
  -1681944.00000  -1688315.00000      9366.92246      9370.86952         5.80436      1320.52118      1321.20120
  -1688315.00000  -1694686.00000      9362.96054      9366.92246         5.82376      1321.20120      1321.88150
  -1694686.00000  -1701057.00000      9358.98374      9362.96054         5.84315      1321.88150      1322.56209
  -1701057.00000  -1707428.00000      9354.99204      9358.98374         5.86254      1322.56209      1323.24297
  -1707428.00000  -1713799.00000      9350.98543      9354.99204         5.88193      1323.24297      1323.92414
  -1713799.00000  -1720170.00000      9346.96389      9350.98543         5.90132      1323.92414      1324.60561
  -1720170.00000  -1726541.00000      9342.92740      9346.96389         5.92070      1324.60561      1325.28737
  -1726541.00000  -1732912.00000      9338.87594      9342.92740         5.94007      1325.28737      1325.96942
  -1732912.00000  -1739283.00000      9334.80951      9338.87594         5.95944      1325.96942      1326.65177
  -1739283.00000  -1745654.00000      9330.72809      9334.80951         5.97881      1326.65177      1327.33442
  -1745654.00000  -1752025.00000      9326.63166      9330.72809         5.99817      1327.33442      1328.01737
  -1752025.00000  -1758396.00000      9322.52020      9326.63166         6.01752      1328.01737      1328.70062
  -1758396.00000  -1764767.00000      9318.39369      9322.52020         6.03687      1328.70062      1329.38417
  -1764767.00000  -1771138.00000      9314.25213      9318.39369         6.05621      1329.38417      1330.06802
  -1771138.00000  -1777509.00000      9310.09550      9314.25213         6.07555      1330.06802      1330.75218
  -1777509.00000  -1783880.00000      9305.92378      9310.09550         6.09488      1330.75218      1331.43664
  -1783880.00000  -1790251.00000      9301.73694      9305.92378         6.11420      1331.43664      1332.12141
  -1790251.00000  -1796622.00000      9297.53499      9301.73694         6.13352      1332.12141      1332.80649
  -1796622.00000  -1802993.00000      9293.31789      9297.53499         6.15283      1332.80649      1333.49189
  -1802993.00000  -1809364.00000      9289.08564      9293.31789         6.17214      1333.49189      1334.17759
  -1809364.00000  -1815735.00000      9284.83822      9289.08564         6.19143      1334.17759      1334.86360
  -1815735.00000  -1822106.00000      9280.57562      9284.83822         6.21073      1334.86360      1335.54993
  -1822106.00000  -1828477.00000      9276.29781      9280.57562         6.23001      1335.54993      1336.23658
  -1828477.00000  -1834848.00000      9272.00477      9276.29781         6.24929      1336.23658      1336.92354
  -1834848.00000  -1841219.00000      9267.69651      9272.00477         6.26856      1336.92354      1337.61082
  -1841219.00000  -1847590.00000      9263.37299      9267.69651         6.28783      1337.61082      1338.29843
  -1847590.00000  -1853961.00000      9259.03419      9263.37299         6.30708      1338.29843      1338.98635
  -1853961.00000  -1860332.00000      9254.68012      9259.03419         6.32634      1338.98635      1339.67460
  -1860332.00000  -1866703.00000      9250.31073      9254.68012         6.34558      1339.67460      1340.36317
  -1866703.00000  -1873074.00000      9245.92603      9250.31073         6.36482      1340.36317      1341.05206
  -1873074.00000  -1879445.00000      9241.52599      9245.92603         6.38405      1341.05206      1341.74129
  -1879445.00000  -1885816.00000      9237.11059      9241.52599         6.40327      1341.74129      1342.43084
  -1885816.00000  -1892187.00000      9232.67983      9237.11059         6.42249      1342.43084      1343.12072
  -1892187.00000  -1898558.00000      9228.23367      9232.67983         6.44170      1343.12072      1343.81094
  -1898558.00000  -1904929.00000      9223.77211      9228.23367         6.46089      1343.81094      1344.50149
  -1904929.00000  -1911300.00000      9219.29514      9223.77211         6.48007      1344.50149      1345.19237
  -1911300.00000  -1917671.00000      9214.80275      9219.29514         6.49923      1345.19237      1345.88359
  -1917671.00000  -1924042.00000      9210.29493      9214.80275         6.51838      1345.88359      1346.57515
  -1924042.00000  -1930413.00000      9205.77165      9210.29493         6.53751      1346.57515      1347.26704
  -1930413.00000  -1936784.00000      9201.23290      9205.77165         6.55664      1347.26704      1347.95928
  -1936784.00000  -1943155.00000      9196.67867      9201.23290         6.57576      1347.95928      1348.65186
  -1943155.00000  -1949526.00000      9192.10895      9196.67867         6.59486      1348.65186      1349.34478
  -1949526.00000  -1955897.00000      9187.52371      9192.10895         6.61395      1349.34478      1350.03805
  -1955897.00000  -1962268.00000      9182.92295      9187.52371         6.63303      1350.03805      1350.73166
  -1962268.00000  -1968639.00000      9178.30665      9182.92295         6.65209      1350.73166      1351.42562
  -1968639.00000  -1975010.00000      9173.67480      9178.30665         6.67115      1351.42562      1352.11993
  -1975010.00000  -1981381.00000      9169.02737      9173.67480         6.69019      1352.11993      1352.81460
  -1981381.00000  -1987752.00000      9164.36436      9169.02737         6.70921      1352.81460      1353.50961
  -1987752.00000  -1994123.00000      9159.68575      9164.36436         6.72823      1353.50961      1354.20498
  -1994123.00000  -2000494.00000      9154.99152      9159.68575         6.74723      1354.20498      1354.90071
  -2000494.00000  -2006865.00000      9150.28166      9154.99152         6.76623      1354.90071      1355.59679
  -2006865.00000  -2013236.00000      9145.55615      9150.28166         6.78522      1355.59679      1356.29323
  -2013236.00000  -2019607.00000      9140.81497      9145.55615         6.80419      1356.29323      1356.99004
  -2019607.00000  -2025978.00000      9136.05810      9140.81497         6.82316      1356.99004      1357.68720
  -2025978.00000  -2032349.00000      9131.28553      9136.05810         6.84211      1357.68720      1358.38473
  -2032349.00000  -2038720.00000      9126.49723      9131.28553         6.86106      1358.38473      1359.08263
  -2038720.00000  -2045091.00000      9121.69320      9126.49723         6.87999      1359.08263      1359.78089
  -2045091.00000  -2051462.00000      9116.87342      9121.69320         6.89891      1359.78089      1360.47952
  -2051462.00000  -2057833.00000      9112.03787      9116.87342         6.91782      1360.47952      1361.17852
  -2057833.00000  -2064204.00000      9107.18653      9112.03787         6.93672      1361.17852      1361.87789
  -2064204.00000  -2070575.00000      9102.31938      9107.18653         6.95561      1361.87789      1362.57763
  -2070575.00000  -2076946.00000      9097.43641      9102.31938         6.97448      1362.57763      1363.27775
  -2076946.00000  -2083317.00000      9092.53760      9097.43641         6.99335      1363.27775      1363.97825
  -2083317.00000  -2089688.00000      9087.62293      9092.53760         7.01220      1363.97825      1364.67912
  -2089688.00000  -2096059.00000      9082.69239      9087.62293         7.03104      1364.67912      1365.38037
  -2096059.00000  -2102430.00000      9077.74595      9082.69239         7.04987      1365.38037      1366.08201
  -2102430.00000  -2108801.00000      9072.78362      9077.74595         7.06867      1366.08201      1366.78403
  -2108801.00000  -2115172.00000      9067.80537      9072.78362         7.08745      1366.78403      1367.48643
  -2115172.00000  -2121543.00000      9062.81120      9067.80537         7.10622      1367.48643      1368.18922
  -2121543.00000  -2127914.00000      9057.80108      9062.81120         7.12497      1368.18922      1368.89239
  -2127914.00000  -2134285.00000      9052.77500      9057.80108         7.14371      1368.89239      1369.59596
  -2134285.00000  -2140656.00000      9047.73295      9052.77500         7.16243      1369.59596      1370.29992
  -2140656.00000  -2147027.00000      9042.67492      9047.73295         7.18113      1370.29992      1371.00427
  -2147027.00000  -2153398.00000      9037.60087      9042.67492         7.19982      1371.00427      1371.70902
  -2153398.00000  -2159769.00000      9032.51081      9037.60087         7.21849      1371.70902      1372.41416
  -2159769.00000  -2166140.00000      9027.40471      9032.51081         7.23715      1372.41416      1373.11970
  -2166140.00000  -2172511.00000      9022.28256      9027.40471         7.25578      1373.11970      1373.82564
  -2172511.00000  -2178882.00000      9017.14435      9022.28256         7.27441      1373.82564      1374.53198
  -2178882.00000  -2185253.00000      9011.99005      9017.14435         7.29301      1374.53198      1375.23873
  -2185253.00000  -2191624.00000      9006.81965      9011.99005         7.31160      1375.23873      1375.94588
  -2191624.00000  -2197995.00000      9001.63314      9006.81965         7.33017      1375.94588      1376.65343
  -2197995.00000  -2204366.00000      8996.43050      9001.63314         7.34873      1376.65343      1377.36140
  -2204366.00000  -2210737.00000      8991.21170      8996.43050         7.36728      1377.36140      1378.06977
  -2210737.00000  -2217108.00000      8985.97673      8991.21170         7.38581      1378.06977      1378.77856
  -2217108.00000  -2223479.00000      8980.72557      8985.97673         7.40434      1378.77856      1379.48776
  -2223479.00000  -2229850.00000      8975.45820      8980.72557         7.42284      1379.48776      1380.19738
  -2229850.00000  -2236221.00000      8970.17460      8975.45820         7.44133      1380.19738      1380.90741
  -2236221.00000  -2242592.00000      8964.87477      8970.17460         7.45981      1380.90741      1381.61786
  -2242592.00000  -2248963.00000      8959.55866      8964.87477         7.47827      1381.61786      1382.32874
  -2248963.00000  -2255334.00000      8954.22628      8959.55866         7.49672      1382.32874      1383.04003
  -2255334.00000  -2261705.00000      8948.87760      8954.22628         7.51515      1383.04003      1383.75175
  -2261705.00000  -2268076.00000      8943.51260      8948.87760         7.53356      1383.75175      1384.46390
  -2268076.00000  -2274447.00000      8938.13126      8943.51260         7.55197      1384.46390      1385.17647
  -2274447.00000  -2280818.00000      8932.73357      8938.13126         7.57035      1385.17647      1385.88948
  -2280818.00000  -2287189.00000      8927.31950      8932.73357         7.58873      1385.88948      1386.60291
  -2287189.00000  -2293560.00000      8921.88904      8927.31950         7.60708      1386.60291      1387.31678
  -2293560.00000  -2299931.00000      8916.44216      8921.88904         7.62543      1387.31678      1388.03108
  -2299931.00000  -2306302.00000      8910.97886      8916.44216         7.64374      1388.03108      1388.74583
