     r start (m)       r end (m)  v start (ms-1)    v end (ms-1)    accel (ms-2)     t start (s)       t end (s)
   3261952.00000   3255581.00000      7893.49798      7901.67818        10.14030       793.84580       794.65250
   3255581.00000   3249210.00000      7901.67818      7909.83809        10.12560       794.65250       795.45837
   3249210.00000   3242839.00000      7909.83809      7917.97773        10.11088       795.45837       796.26340
   3242839.00000   3236468.00000      7917.97773      7926.09716        10.09613       796.26340       797.06762
   3236468.00000   3230097.00000      7926.09716      7934.19642        10.08135       797.06762       797.87101
   3230097.00000   3223726.00000      7934.19642      7942.27553        10.06654       797.87101       798.67358
   3223726.00000   3217355.00000      7942.27553      7950.33455        10.05170       798.67358       799.47533
   3217355.00000   3210984.00000      7950.33455      7958.37351        10.03684       799.47533       800.27628
   3210984.00000   3204613.00000      7958.37351      7966.39245        10.02195       800.27628       801.07642
   3204613.00000   3198242.00000      7966.39245      7974.39140        10.00703       801.07642       801.87575
   3198242.00000   3191871.00000      7974.39140      7982.37041         9.99208       801.87575       802.67428
   3191871.00000   3185500.00000      7982.37041      7990.32951         9.97711       802.67428       803.47202
   3185500.00000   3179129.00000      7990.32951      7998.26874         9.96211       803.47202       804.26896
   3179129.00000   3172758.00000      7998.26874      8006.18813         9.94707       804.26896       805.06511
   3172758.00000   3166387.00000      8006.18813      8014.08773         9.93202       805.06511       805.86048
   3166387.00000   3160016.00000      8014.08773      8021.96757         9.91693       805.86048       806.65507
   3160016.00000   3153645.00000      8021.96757      8029.82768         9.90181       806.65507       807.44887
   3153645.00000   3147274.00000      8029.82768      8037.66811         9.88667       807.44887       808.24190
   3147274.00000   3140903.00000      8037.66811      8045.48887         9.87150       808.24190       809.03416
   3140903.00000   3134532.00000      8045.48887      8053.29003         9.85630       809.03416       809.82565
   3134532.00000   3128161.00000      8053.29003      8061.07159         9.84108       809.82565       810.61637
   3128161.00000   3121790.00000      8061.07159      8068.83361         9.82582       810.61637       811.40633
   3121790.00000   3115419.00000      8068.83361      8076.57611         9.81054       811.40633       812.19553
   3115419.00000   3109048.00000      8076.57611      8084.29913         9.79523       812.19553       812.98398
   3109048.00000   3102677.00000      8084.29913      8092.00271         9.77989       812.98398       813.77168
   3102677.00000   3096306.00000      8092.00271      8099.68687         9.76452       813.77168       814.55862
   3096306.00000   3089935.00000      8099.68687      8107.35165         9.74913       814.55862       815.34482
   3089935.00000   3083564.00000      8107.35165      8114.99709         9.73372       815.34482       816.13028
   3083564.00000   3077193.00000      8114.99709      8122.62323         9.71827       816.13028       816.91500
   3077193.00000   3070822.00000      8122.62323      8130.23008         9.70280       816.91500       817.69899
   3070822.00000   3064451.00000      8130.23008      8137.81768         9.68729       817.69899       818.48224
   3064451.00000   3058080.00000      8137.81768      8145.38606         9.67175       818.48224       819.26477
   3058080.00000   3051709.00000      8145.38606      8152.93525         9.65618       819.26477       820.04656
   3051709.00000   3045338.00000      8152.93525      8160.46528         9.64059       820.04656       820.82764
   3045338.00000   3038967.00000      8160.46528      8167.97617         9.62496       820.82764       821.60800
   3038967.00000   3032596.00000      8167.97617      8175.46797         9.60930       821.60800       822.38764
   3032596.00000   3026225.00000      8175.46797      8182.94069         9.59361       822.38764       823.16656
   3026225.00000   3019854.00000      8182.94069      8190.39436         9.57790       823.16656       823.94478
   3019854.00000   3013483.00000      8190.39436      8197.82903         9.56215       823.94478       824.72229
   3013483.00000   3007112.00000      8197.82903      8205.24470         9.54637       824.72229       825.49909
   3007112.00000   3000741.00000      8205.24470      8212.64142         9.53057       825.49909       826.27520
   3000741.00000   2994370.00000      8212.64142      8220.01921         9.51473       826.27520       827.05061
   2994370.00000   2987999.00000      8220.01921      8227.37809         9.49886       827.05061       827.82532
   2987999.00000   2981628.00000      8227.37809      8234.71810         9.48296       827.82532       828.59934
   2981628.00000   2975257.00000      8234.71810      8242.03926         9.46704       828.59934       829.37267
   2975257.00000   2968886.00000      8242.03926      8249.34161         9.45109       829.37267       830.14532
   2968886.00000   2962515.00000      8249.34161      8256.62516         9.43511       830.14532       830.91728
   2962515.00000   2956144.00000      8256.62516      8263.88996         9.41910       830.91728       831.68856
   2956144.00000   2949773.00000      8263.88996      8271.13602         9.40306       831.68856       832.45917
   2949773.00000   2943402.00000      8271.13602      8278.36338         9.38700       832.45917       833.22910
   2943402.00000   2937031.00000      8278.36338      8285.57206         9.37091       833.22910       833.99836
   2937031.00000   2930660.00000      8285.57206      8292.76209         9.35479       833.99836       834.76696
   2930660.00000   2924289.00000      8292.76209      8299.93351         9.33865       834.76696       835.53488
   2924289.00000   2917918.00000      8299.93351      8307.08632         9.32248       835.53488       836.30215
   2917918.00000   2911547.00000      8307.08632      8314.22058         9.30628       836.30215       837.06876
   2911547.00000   2905176.00000      8314.22058      8321.33629         9.29005       837.06876       837.83471
   2905176.00000   2898805.00000      8321.33629      8328.43349         9.27380       837.83471       838.60000
   2898805.00000   2892434.00000      8328.43349      8335.51220         9.25751       838.60000       839.36465
   2892434.00000   2886063.00000      8335.51220      8342.57244         9.24119       839.36465       840.12864
   2886063.00000   2879692.00000      8342.57244      8349.61424         9.22485       840.12864       840.89199
   2879692.00000   2873321.00000      8349.61424      8356.63763         9.20848       840.89199       841.65470
   2873321.00000   2866950.00000      8356.63763      8363.64264         9.19210       841.65470       842.41677
   2866950.00000   2860579.00000      8363.64264      8370.62929         9.17568       842.41677       843.17820
   2860579.00000   2854208.00000      8370.62929      8377.59762         9.15925       843.17820       843.93900
   2854208.00000   2847837.00000      8377.59762      8384.54765         9.14279       843.93900       844.69916
   2847837.00000   2841466.00000      8384.54765      8391.47942         9.12631       844.69916       845.45870
   2841466.00000   2835095.00000      8391.47942      8398.39294         9.10981       845.45870       846.21761
   2835095.00000   2828724.00000      8398.39294      8405.28825         9.09328       846.21761       846.97590
   2828724.00000   2822353.00000      8405.28825      8412.16538         9.07673       846.97590       847.73356
   2822353.00000   2815982.00000      8412.16538      8419.02434         9.06016       847.73356       848.49061
   2815982.00000   2809611.00000      8419.02434      8425.86517         9.04356       848.49061       849.24704
   2809611.00000   2803240.00000      8425.86517      8432.68790         9.02694       849.24704       850.00286
   2803240.00000   2796869.00000      8432.68790      8439.49255         9.01030       850.00286       850.75806
   2796869.00000   2790498.00000      8439.49255      8446.27915         8.99365       850.75806       851.51266
   2790498.00000   2784127.00000      8446.27915      8453.04773         8.97697       851.51266       852.26666
   2784127.00000   2777756.00000      8453.04773      8459.79832         8.96026       852.26666       853.02005
   2777756.00000   2771385.00000      8459.79832      8466.53093         8.94353       853.02005       853.77284
   2771385.00000   2765014.00000      8466.53093      8473.24560         8.92677       853.77284       854.52504
   2765014.00000   2758643.00000      8473.24560      8479.94234         8.90999       854.52504       855.27664
   2758643.00000   2752272.00000      8479.94234      8486.62118         8.89318       855.27664       856.02764
   2752272.00000   2745901.00000      8486.62118      8493.28214         8.87635       856.02764       856.77806
   2745901.00000   2739530.00000      8493.28214      8499.92524         8.85949       856.77806       857.52789
   2739530.00000   2733159.00000      8499.92524      8506.55052         8.84261       857.52789       858.27713
   2733159.00000   2726788.00000      8506.55052      8513.15798         8.82571       858.27713       859.02579
   2726788.00000   2720417.00000      8513.15798      8519.74767         8.80877       859.02579       859.77387
   2720417.00000   2714046.00000      8519.74767      8526.31958         8.79182       859.77387       860.52138
   2714046.00000   2707675.00000      8526.31958      8532.87376         8.77484       860.52138       861.26831
   2707675.00000   2701304.00000      8532.87376      8539.41022         8.75784       861.26831       862.01466
   2701304.00000   2694933.00000      8539.41022      8545.92899         8.74080       862.01466       862.76045
   2694933.00000   2688562.00000      8545.92899      8552.43007         8.72373       862.76045       863.50567
   2688562.00000   2682191.00000      8552.43007      8558.91349         8.70664       863.50567       864.25032
   2682191.00000   2675820.00000      8558.91349      8565.37928         8.68953       864.25032       864.99441
   2675820.00000   2669449.00000      8565.37928      8571.82746         8.67240       864.99441       865.73793
   2669449.00000   2663078.00000      8571.82746      8578.25805         8.65525       865.73793       866.48090
   2663078.00000   2656707.00000      8578.25805      8584.67108         8.63808       866.48090       867.22332
   2656707.00000   2650336.00000      8584.67108      8591.06658         8.62089       867.22332       867.96518
   2650336.00000   2643965.00000      8591.06658      8597.44456         8.60368       867.96518       868.70649
   2643965.00000   2637594.00000      8597.44456      8603.80506         8.58644       868.70649       869.44725
   2637594.00000   2631223.00000      8603.80506      8610.14809         8.56919       869.44725       870.18746
   2631223.00000   2624852.00000      8610.14809      8616.47368         8.55192       870.18746       870.92713
   2624852.00000   2618481.00000      8616.47368      8622.78185         8.53462       870.92713       871.66626
   2618481.00000   2612110.00000      8622.78185      8629.07263         8.51731       871.66626       872.40484
   2612110.00000   2605739.00000      8629.07263      8635.34603         8.49997       872.40484       873.14289
   2605739.00000   2599368.00000      8635.34603      8641.60208         8.48261       873.14289       873.88041
   2599368.00000   2592997.00000      8641.60208      8647.84081         8.46524       873.88041       874.61739
   2592997.00000   2586626.00000      8647.84081      8654.06223         8.44785       874.61739       875.35384
   2586626.00000   2580255.00000      8654.06223      8660.26639         8.43044       875.35384       876.08976
   2580255.00000   2573884.00000      8660.26639      8666.45328         8.41301       876.08976       876.82516
   2573884.00000   2567513.00000      8666.45328      8672.62293         8.39555       876.82516       877.56003
   2567513.00000   2561142.00000      8672.62293      8678.77537         8.37807       877.56003       878.29438
   2561142.00000   2554771.00000      8678.77537      8684.91061         8.36057       878.29438       879.02821
   2554771.00000   2548400.00000      8684.91061      8691.02867         8.34304       879.02821       879.76152
   2548400.00000   2542029.00000      8691.02867      8697.12957         8.32550       879.76152       880.49432
   2542029.00000   2535658.00000      8697.12957      8703.21334         8.30793       880.49432       881.22661
   2535658.00000   2529287.00000      8703.21334      8709.27998         8.29033       881.22661       881.95838
   2529287.00000   2522916.00000      8709.27998      8715.32953         8.27272       881.95838       882.68964
   2522916.00000   2516545.00000      8715.32953      8721.36200         8.25508       882.68964       883.42040
   2516545.00000   2510174.00000      8721.36200      8727.37741         8.23743       883.42040       884.15065
   2510174.00000   2503803.00000      8727.37741      8733.37577         8.21975       884.15065       884.88040
   2503803.00000   2497432.00000      8733.37577      8739.35712         8.20204       884.88040       885.60966
   2497432.00000   2491061.00000      8739.35712      8745.32145         8.18431       885.60966       886.33841
   2491061.00000   2484690.00000      8745.32145      8751.26879         8.16655       886.33841       887.06666
   2484690.00000   2478319.00000      8751.26879      8757.19916         8.14877       887.06666       887.79443
   2478319.00000   2471948.00000      8757.19916      8763.11258         8.13098       887.79443       888.52170
   2471948.00000   2465577.00000      8763.11258      8769.00907         8.11317       888.52170       889.24848
   2465577.00000   2459206.00000      8769.00907      8774.88865         8.09534       889.24848       889.97477
   2459206.00000   2452835.00000      8774.88865      8780.75135         8.07749       889.97477       890.70057
   2452835.00000   2446464.00000      8780.75135      8786.59718         8.05963       890.70057       891.42590
   2446464.00000   2440093.00000      8786.59718      8792.42617         8.04174       891.42590       892.15074
   2440093.00000   2433722.00000      8792.42617      8798.23833         8.02384       892.15074       892.87510
   2433722.00000   2427351.00000      8798.23833      8804.03369         8.00592       892.87510       893.59898
   2427351.00000   2420980.00000      8804.03369      8809.81226         7.98799       893.59898       894.32239
   2420980.00000   2414609.00000      8809.81226      8815.57407         7.97003       894.32239       895.04533
   2414609.00000   2408238.00000      8815.57407      8821.31914         7.95206       895.04533       895.76779
   2408238.00000   2401867.00000      8821.31914      8827.04748         7.93407       895.76779       896.48978
   2401867.00000   2395496.00000      8827.04748      8832.75912         7.91606       896.48978       897.21131
   2395496.00000   2389125.00000      8832.75912      8838.45408         7.89804       897.21131       897.93237
   2389125.00000   2382754.00000      8838.45408      8844.13238         7.88001       897.93237       898.65296
   2382754.00000   2376383.00000      8844.13238      8849.79404         7.86195       898.65296       899.37310
   2376383.00000   2370012.00000      8849.79404      8855.43908         7.84387       899.37310       900.09277
   2370012.00000   2363641.00000      8855.43908      8861.06750         7.82578       900.09277       900.81199
   2363641.00000   2357270.00000      8861.06750      8866.67934         7.80766       900.81199       901.53075
   2357270.00000   2350899.00000      8866.67934      8872.27461         7.78953       901.53075       902.24905
   2350899.00000   2344528.00000      8872.27461      8877.85331         7.77137       902.24905       902.96691
   2344528.00000   2338157.00000      8877.85331      8883.41548         7.75319       902.96691       903.68431
   2338157.00000   2331786.00000      8883.41548      8888.96113         7.73500       903.68431       904.40127
   2331786.00000   2325415.00000      8888.96113      8894.49028         7.71679       904.40127       905.11778
   2325415.00000   2319044.00000      8894.49028      8900.00294         7.69855       905.11778       905.83384
   2319044.00000   2312673.00000      8900.00294      8905.49913         7.68030       905.83384       906.54946
   2312673.00000   2306302.00000      8905.49913      8910.97886         7.66203       906.54946       907.26464
   2306302.00000   2299931.00000      8910.97886      8916.44216         7.64374       907.26464       907.97938
   2299931.00000   2293560.00000      8916.44216      8921.88904         7.62543       907.97938       908.69369
   2293560.00000   2287189.00000      8921.88904      8927.31950         7.60708       908.69369       909.40756
   2287189.00000   2280818.00000      8927.31950      8932.73357         7.58873       909.40756       910.12099
   2280818.00000   2274447.00000      8932.73357      8938.13126         7.57035       910.12099       910.83400
   2274447.00000   2268076.00000      8938.13126      8943.51260         7.55197       910.83400       911.54657
   2268076.00000   2261705.00000      8943.51260      8948.87760         7.53356       911.54657       912.25872
   2261705.00000   2255334.00000      8948.87760      8954.22628         7.51515       912.25872       912.97044
   2255334.00000   2248963.00000      8954.22628      8959.55866         7.49672       912.97044       913.68173
   2248963.00000   2242592.00000      8959.55866      8964.87477         7.47827       913.68173       914.39261
   2242592.00000   2236221.00000      8964.87477      8970.17460         7.45981       914.39261       915.10306
   2236221.00000   2229850.00000      8970.17460      8975.45820         7.44133       915.10306       915.81309
   2229850.00000   2223479.00000      8975.45820      8980.72557         7.42284       915.81309       916.52271
   2223479.00000   2217108.00000      8980.72557      8985.97673         7.40434       916.52271       917.23191
   2217108.00000   2210737.00000      8985.97673      8991.21170         7.38581       917.23191       917.94070
   2210737.00000   2204366.00000      8991.21170      8996.43050         7.36728       917.94070       918.64907
   2204366.00000   2197995.00000      8996.43050      9001.63314         7.34873       918.64907       919.35704
   2197995.00000   2191624.00000      9001.63314      9006.81965         7.33017       919.35704       920.06459
   2191624.00000   2185253.00000      9006.81965      9011.99005         7.31160       920.06459       920.77174
   2185253.00000   2178882.00000      9011.99005      9017.14435         7.29301       920.77174       921.47849
   2178882.00000   2172511.00000      9017.14435      9022.28256         7.27441       921.47849       922.18483
   2172511.00000   2166140.00000      9022.28256      9027.40471         7.25578       922.18483       922.89077
   2166140.00000   2159769.00000      9027.40471      9032.51081         7.23715       922.89077       923.59631
   2159769.00000   2153398.00000      9032.51081      9037.60087         7.21849       923.59631       924.30145
   2153398.00000   2147027.00000      9037.60087      9042.67492         7.19982       924.30145       925.00620
   2147027.00000   2140656.00000      9042.67492      9047.73295         7.18113       925.00620       925.71055
   2140656.00000   2134285.00000      9047.73295      9052.77500         7.16243       925.71055       926.41451
   2134285.00000   2127914.00000      9052.77500      9057.80108         7.14371       926.41451       927.11807
   2127914.00000   2121543.00000      9057.80108      9062.81120         7.12497       927.11807       927.82125
   2121543.00000   2115172.00000      9062.81120      9067.80537         7.10622       927.82125       928.52404
   2115172.00000   2108801.00000      9067.80537      9072.78362         7.08745       928.52404       929.22644
   2108801.00000   2102430.00000      9072.78362      9077.74595         7.06867       929.22644       929.92846
   2102430.00000   2096059.00000      9077.74595      9082.69239         7.04987       929.92846       930.63009
   2096059.00000   2089688.00000      9082.69239      9087.62293         7.03104       930.63009       931.33135
   2089688.00000   2083317.00000      9087.62293      9092.53760         7.01220       931.33135       932.03222
   2083317.00000   2076946.00000      9092.53760      9097.43641         6.99335       932.03222       932.73272
   2076946.00000   2070575.00000      9097.43641      9102.31938         6.97448       932.73272       933.43284
   2070575.00000   2064204.00000      9102.31938      9107.18653         6.95561       933.43284       934.13258
   2064204.00000   2057833.00000      9107.18653      9112.03787         6.93672       934.13258       934.83195
   2057833.00000   2051462.00000      9112.03787      9116.87342         6.91782       934.83195       935.53095
   2051462.00000   2045091.00000      9116.87342      9121.69320         6.89891       935.53095       936.22958
   2045091.00000   2038720.00000      9121.69320      9126.49723         6.87999       936.22958       936.92784
   2038720.00000   2032349.00000      9126.49723      9131.28553         6.86106       936.92784       937.62574
   2032349.00000   2025978.00000      9131.28553      9136.05810         6.84211       937.62574       938.32326
   2025978.00000   2019607.00000      9136.05810      9140.81497         6.82316       938.32326       939.02043
   2019607.00000   2013236.00000      9140.81497      9145.55615         6.80419       939.02043       939.71723
   2013236.00000   2006865.00000      9145.55615      9150.28166         6.78522       939.71723       940.41368
   2006865.00000   2000494.00000      9150.28166      9154.99152         6.76623       940.41368       941.10976
   2000494.00000   1994123.00000      9154.99152      9159.68575         6.74723       941.10976       941.80548
   1994123.00000   1987752.00000      9159.68575      9164.36436         6.72823       941.80548       942.50085
   1987752.00000   1981381.00000      9164.36436      9169.02737         6.70921       942.50085       943.19587
   1981381.00000   1975010.00000      9169.02737      9173.67480         6.69019       943.19587       943.89053
   1975010.00000   1968639.00000      9173.67480      9178.30665         6.67115       943.89053       944.58485
   1968639.00000   1962268.00000      9178.30665      9182.92295         6.65209       944.58485       945.27881
   1962268.00000   1955897.00000      9182.92295      9187.52371         6.63303       945.27881       945.97242
   1955897.00000   1949526.00000      9187.52371      9192.10895         6.61395       945.97242       946.66569
   1949526.00000   1943155.00000      9192.10895      9196.67867         6.59486       946.66569       947.35861
   1943155.00000   1936784.00000      9196.67867      9201.23290         6.57576       947.35861       948.05119
   1936784.00000   1930413.00000      9201.23290      9205.77165         6.55664       948.05119       948.74343
   1930413.00000   1924042.00000      9205.77165      9210.29493         6.53751       948.74343       949.43532
   1924042.00000   1917671.00000      9210.29493      9214.80275         6.51838       949.43532       950.12688
   1917671.00000   1911300.00000      9214.80275      9219.29514         6.49923       950.12688       950.81810
   1911300.00000   1904929.00000      9219.29514      9223.77211         6.48007       950.81810       951.50898
   1904929.00000   1898558.00000      9223.77211      9228.23367         6.46089       951.50898       952.19953
   1898558.00000   1892187.00000      9228.23367      9232.67983         6.44170       952.19953       952.88974
   1892187.00000   1885816.00000      9232.67983      9237.11059         6.42249       952.88974       953.57963
   1885816.00000   1879445.00000      9237.11059      9241.52599         6.40327       953.57963       954.26918
   1879445.00000   1873074.00000      9241.52599      9245.92603         6.38405       954.26918       954.95840
   1873074.00000   1866703.00000      9245.92603      9250.31073         6.36482       954.95840       955.64730
   1866703.00000   1860332.00000      9250.31073      9254.68012         6.34558       955.64730       956.33587
   1860332.00000   1853961.00000      9254.68012      9259.03419         6.32634       956.33587       957.02412
   1853961.00000   1847590.00000      9259.03419      9263.37299         6.30708       957.02412       957.71204
   1847590.00000   1841219.00000      9263.37299      9267.69651         6.28783       957.71204       958.39964
   1841219.00000   1834848.00000      9267.69651      9272.00477         6.26856       958.39964       959.08693
   1834848.00000   1828477.00000      9272.00477      9276.29781         6.24929       959.08693       959.77389
   1828477.00000   1822106.00000      9276.29781      9280.57562         6.23001       959.77389       960.46053
   1822106.00000   1815735.00000      9280.57562      9284.83822         6.21073       960.46053       961.14686
   1815735.00000   1809364.00000      9284.83822      9289.08564         6.19143       961.14686       961.83288
   1809364.00000   1802993.00000      9289.08564      9293.31789         6.17214       961.83288       962.51858
   1802993.00000   1796622.00000      9293.31789      9297.53499         6.15283       962.51858       963.20397
   1796622.00000   1790251.00000      9297.53499      9301.73694         6.13352       963.20397       963.88905
   1790251.00000   1783880.00000      9301.73694      9305.92378         6.11420       963.88905       964.57382
   1783880.00000   1777509.00000      9305.92378      9310.09550         6.09488       964.57382       965.25829
   1777509.00000   1771138.00000      9310.09550      9314.25213         6.07555       965.25829       965.94245
   1771138.00000   1764767.00000      9314.25213      9318.39369         6.05621       965.94245       966.62630
   1764767.00000   1758396.00000      9318.39369      9322.52020         6.03687       966.62630       967.30985
   1758396.00000   1752025.00000      9322.52020      9326.63166         6.01752       967.30985       967.99310
   1752025.00000   1745654.00000      9326.63166      9330.72809         5.99817       967.99310       968.67605
   1745654.00000   1739283.00000      9330.72809      9334.80951         5.97881       968.67605       969.35869
   1739283.00000   1732912.00000      9334.80951      9338.87594         5.95944       969.35869       970.04104
   1732912.00000   1726541.00000      9338.87594      9342.92740         5.94007       970.04104       970.72310
   1726541.00000   1720170.00000      9342.92740      9346.96389         5.92070       970.72310       971.40486
   1720170.00000   1713799.00000      9346.96389      9350.98543         5.90132       971.40486       972.08632
   1713799.00000   1707428.00000      9350.98543      9354.99204         5.88193       972.08632       972.76750
   1707428.00000   1701057.00000      9354.99204      9358.98374         5.86254       972.76750       973.44838
   1701057.00000   1694686.00000      9358.98374      9362.96054         5.84315       973.44838       974.12897
   1694686.00000   1688315.00000      9362.96054      9366.92246         5.82376       974.12897       974.80927
   1688315.00000   1681944.00000      9366.92246      9370.86952         5.80436       974.80927       975.48929
   1681944.00000   1675573.00000      9370.86952      9374.80173         5.78496       975.48929       976.16902
   1675573.00000   1669202.00000      9374.80173      9378.71911         5.76555       976.16902       976.84846
   1669202.00000   1662831.00000      9378.71911      9382.62167         5.74613       976.84846       977.52763
   1662831.00000   1656460.00000      9382.62167      9386.50942         5.72671       977.52763       978.20651
   1656460.00000   1650089.00000      9386.50942      9390.38238         5.70728       978.20651       978.88511
   1650089.00000   1643718.00000      9390.38238      9394.24057         5.68785       978.88511       979.56343
   1643718.00000   1637347.00000      9394.24057      9398.08399         5.66841       979.56343       980.24147
   1637347.00000   1630976.00000      9398.08399      9401.91267         5.64897       980.24147       980.91924
   1630976.00000   1624605.00000      9401.91267      9405.72662         5.62952       980.91924       981.59673
   1624605.00000   1618234.00000      9405.72662      9409.52585         5.61007       981.59673       982.27394
   1618234.00000   1611863.00000      9409.52585      9413.31038         5.59061       982.27394       982.95089
   1611863.00000   1605492.00000      9413.31038      9417.08022         5.57115       982.95089       983.62756
   1605492.00000   1599121.00000      9417.08022      9420.83539         5.55169       983.62756       984.30396
   1599121.00000   1592750.00000      9420.83539      9424.57590         5.53221       984.30396       984.98009
   1592750.00000   1586379.00000      9424.57590      9428.30176         5.51272       984.98009       985.65596
   1586379.00000   1580008.00000      9428.30176      9432.01298         5.49324       985.65596       986.33156
   1580008.00000   1573637.00000      9432.01298      9435.70959         5.47375       986.33156       987.00689
   1573637.00000   1567266.00000      9435.70959      9439.39160         5.45427       987.00689       987.68196
   1567266.00000   1560895.00000      9439.39160      9443.05902         5.43478       987.68196       988.35676
   1560895.00000   1554524.00000      9443.05902      9446.71189         5.41530       988.35676       989.03131
   1554524.00000   1548153.00000      9446.71189      9450.35021         5.39582       989.03131       989.70559
   1548153.00000   1541782.00000      9450.35021      9453.97401         5.37635       989.70559       990.37962
   1541782.00000   1535411.00000      9453.97401      9457.58329         5.35687       990.37962       991.05339
   1535411.00000   1529040.00000      9457.58329      9461.17809         5.33740       991.05339       991.72690
   1529040.00000   1522669.00000      9461.17809      9464.75841         5.31792       991.72690       992.40015
   1522669.00000   1516298.00000      9464.75841      9468.32428         5.29845       992.40015       993.07316
   1516298.00000   1509927.00000      9468.32428      9471.87572         5.27899       993.07316       993.74591
   1509927.00000   1503556.00000      9471.87572      9475.41273         5.25952       993.74591       994.41840
   1503556.00000   1497185.00000      9475.41273      9478.93535         5.24006       994.41840       995.09065
   1497185.00000   1490814.00000      9478.93535      9482.44357         5.22060       995.09065       995.76265
   1490814.00000   1484443.00000      9482.44357      9485.93743         5.20113       995.76265       996.43440
   1484443.00000   1478072.00000      9485.93743      9489.41694         5.18167       996.43440       997.10590
   1478072.00000   1471701.00000      9489.41694      9492.88212         5.16222       997.10590       997.77716
   1471701.00000   1465330.00000      9492.88212      9496.33298         5.14278       997.77716       998.44817
   1465330.00000   1458959.00000      9496.33298      9499.76956         5.12334       998.44817       999.11894
   1458959.00000   1452588.00000      9499.76956      9503.19186         5.10390       999.11894       999.78946
   1452588.00000   1446217.00000      9503.19186      9506.59991         5.08447       999.78946      1000.45975
   1446217.00000   1439846.00000      9506.59991      9509.99373         5.06505      1000.45975      1001.12980
   1439846.00000   1433475.00000      9509.99373      9513.37334         5.04564      1001.12980      1001.79960
   1433475.00000   1427104.00000      9513.37334      9516.73875         5.02623      1001.79960      1002.46917
   1427104.00000   1420733.00000      9516.73875      9520.08999         5.00683      1002.46917      1003.13851
   1420733.00000   1414362.00000      9520.08999      9523.42708         4.98743      1003.13851      1003.80761
   1414362.00000   1407991.00000      9523.42708      9526.75003         4.96805      1003.80761      1004.47647
   1407991.00000   1401620.00000      9526.75003      9530.05887         4.94867      1004.47647      1005.14511
   1401620.00000   1395249.00000      9530.05887      9533.35361         4.92928      1005.14511      1005.81351
   1395249.00000   1388878.00000      9533.35361      9536.63423         4.90987      1005.81351      1006.48168
   1388878.00000   1382507.00000      9536.63423      9539.90078         4.89047      1006.48168      1007.14962
   1382507.00000   1376136.00000      9539.90078      9543.15327         4.87109      1007.14962      1007.81733
   1376136.00000   1369765.00000      9543.15327      9546.39173         4.85173      1007.81733      1008.48482
   1369765.00000   1363394.00000      9546.39173      9549.61619         4.83238      1008.48482      1009.15208
   1363394.00000   1357023.00000      9549.61619      9552.82667         4.81305      1009.15208      1009.81911
   1357023.00000   1350652.00000      9552.82667      9556.02319         4.79374      1009.81911      1010.48592
   1350652.00000   1344281.00000      9556.02319      9559.20578         4.77444      1010.48592      1011.15251
   1344281.00000   1337910.00000      9559.20578      9562.37446         4.75516      1011.15251      1011.81888
   1337910.00000   1331539.00000      9562.37446      9565.52925         4.73588      1011.81888      1012.48503
   1331539.00000   1325168.00000      9565.52925      9568.67019         4.71663      1012.48503      1013.15095
   1325168.00000   1318797.00000      9568.67019      9571.79728         4.69738      1013.15095      1013.81666
   1318797.00000   1312426.00000      9571.79728      9574.91056         4.67815      1013.81666      1014.48216
   1312426.00000   1306055.00000      9574.91056      9578.01004         4.65893      1014.48216      1015.14743
   1306055.00000   1299684.00000      9578.01004      9581.09574         4.63971      1015.14743      1015.81250
   1299684.00000   1293313.00000      9581.09574      9584.16519         4.61678      1015.81250      1016.47734
   1293313.00000   1286942.00000      9584.16519      9587.21738         4.59226      1016.47734      1017.14198
   1286942.00000   1280571.00000      9587.21738      9590.25361         4.56971      1017.14198      1017.80641
   1280571.00000   1274200.00000      9590.25361      9593.27504         4.54886      1017.80641      1018.47062
   1274200.00000   1267829.00000      9593.27504      9596.28263         4.52946      1018.47062      1019.13463
   1267829.00000   1261458.00000      9596.28263      9599.27718         4.51123      1019.13463      1019.79843
   1261458.00000   1255087.00000      9599.27718      9602.25928         4.49387      1019.79843      1020.46202
   1255087.00000   1248716.00000      9602.25928      9605.22933         4.47710      1020.46202      1021.12541
   1248716.00000   1242345.00000      9605.22933      9608.18753         4.46060      1021.12541      1021.78859
   1242345.00000   1235974.00000      9608.18753      9611.13384         4.44405      1021.78859      1022.45157
   1235974.00000   1229603.00000      9611.13384      9614.06802         4.42711      1022.45157      1023.11434
   1229603.00000   1223232.00000      9614.06802      9616.98959         4.40943      1023.11434      1023.77692
   1223232.00000   1216861.00000      9616.98959      9619.89744         4.39005      1023.77692      1024.43929
   1216861.00000   1210490.00000      9619.89744      9622.78977         4.36793      1024.43929      1025.10146
   1210490.00000   1204119.00000      9622.78977      9625.66645         4.34561      1025.10146      1025.76344
   1204119.00000   1197748.00000      9625.66645      9628.52752         4.32330      1025.76344      1026.42522
   1197748.00000   1191377.00000      9628.52752      9631.37301         4.30104      1026.42522      1027.08680
   1191377.00000   1185006.00000      9631.37301      9634.20294         4.27879      1027.08680      1027.74819
   1185006.00000   1178635.00000      9634.20294      9637.01734         4.25654      1027.74819      1028.40938
   1178635.00000   1172264.00000      9637.01734      9639.81619         4.23427      1028.40938      1029.07038
   1172264.00000   1165893.00000      9639.81619      9642.59952         4.21200      1029.07038      1029.73119
